commodity,year,agg_level,state_alpha,state_name,planted_acres,planted_acres_mil,harvested_acres,harvested_acres_mil,yield_bu_per_acre,production_bu,production_mbu,latest_load_time
CORN,2015,STATE,MD,MARYLAND,440000.0,0.44,380000.0,0.38,164.0,62320000.0,62.32,2019-02-06 15:00:06
CORN,2016,STATE,MD,MARYLAND,460000.0,0.46,400000.0,0.4,152.0,60800000.0,60.8,2019-02-06 15:00:06
CORN,2017,STATE,MD,MARYLAND,480000.0,0.48,420000.0,0.42,172.0,72240000.0,72.24,2019-02-06 15:00:06
CORN,2018,STATE,MD,MARYLAND,440000.0,0.44,380000.0,0.38,146.0,55480000.0,55.48,2024-01-09 15:00:00
CORN,2019,STATE,MD,MARYLAND,510000.0,0.51,460000.0,0.46,161.0,74060000.0,74.06,2024-01-09 15:00:00
CORN,2020,STATE,MD,MARYLAND,475000.0,0.475,420000.0,0.42,155.0,65100000.0,65.1,2024-01-09 15:00:00
CORN,2021,STATE,MD,MARYLAND,460000.0,0.46,415000.0,0.415,175.0,72625000.0,72.625,2024-01-09 15:00:00
CORN,2022,STATE,MD,MARYLAND,420000.0,0.42,360000.0,0.36,165.0,59400000.0,59.4,2024-01-09 15:00:00
CORN,2023,STATE,MD,MARYLAND,480000.0,0.48,440000.0,0.44,165.0,72600000.0,72.6,2024-09-30 12:00:00
CORN,2024,STATE,MD,MARYLAND,440000.0,0.44,380000.0,0.38,143.0,54340000.0,54.34,2025-09-30 12:00:00
CORN,2025,STATE,MD,MARYLAND,460000.0,0.46,410000.0,0.41,171.0,70110000.0,70.11,2026-01-12 12:00:00
CORN,2026,STATE,MD,MARYLAND,460000.0,0.46,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,ME,MAINE,31000.0,0.031,,,,,,2019-02-06 15:00:06
CORN,2016,STATE,ME,MAINE,31000.0,0.031,,,,,,2019-02-06 15:00:06
CORN,2017,STATE,ME,MAINE,31000.0,0.031,,,,,,2019-02-06 15:00:06
CORN,2018,STATE,ME,MAINE,30000.0,0.03,,,,,,2024-01-09 15:00:00
CORN,2019,STATE,ME,MAINE,29000.0,0.029,,,,,,2024-01-09 15:00:00
CORN,2020,STATE,ME,MAINE,30000.0,0.03,,,,,,2024-01-09 15:00:00
CORN,2021,STATE,ME,MAINE,30000.0,0.03,,,,,,2024-01-09 15:00:00
CORN,2022,STATE,ME,MAINE,29000.0,0.029,,,,,,2024-01-09 15:00:00
CORN,2023,STATE,ME,MAINE,28000.0,0.028,,,,,,2024-09-30 12:00:00
CORN,2024,STATE,ME,MAINE,30000.0,0.03,,,,,,2025-09-30 12:00:00
CORN,2025,STATE,ME,MAINE,30000.0,0.03,,,,,,2026-01-12 12:00:00
CORN,2026,STATE,ME,MAINE,30000.0,0.03,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,MI,MICHIGAN,2350000.0,2.35,2070000.0,2.07,162.0,335340000.0,335.34,2019-02-06 15:00:06
CORN,2016,STATE,MI,MICHIGAN,2400000.0,2.4,2040000.0,2.04,157.0,320280000.0,320.28,2019-02-06 15:00:06
CORN,2017,STATE,MI,MICHIGAN,2250000.0,2.25,1890000.0,1.89,159.0,300510000.0,300.51,2019-02-06 15:00:06
CORN,2018,STATE,MI,MICHIGAN,2250000.0,2.25,1860000.0,1.86,152.0,282720000.0,282.72,2024-01-09 15:00:00
CORN,2019,STATE,MI,MICHIGAN,2000000.0,2.0,1610000.0,1.61,147.0,236670000.0,236.67,2024-01-09 15:00:00
CORN,2020,STATE,MI,MICHIGAN,2350000.0,2.35,1980000.0,1.98,153.0,302940000.0,302.94,2024-01-09 15:00:00
CORN,2021,STATE,MI,MICHIGAN,2350000.0,2.35,1990000.0,1.99,174.0,346260000.0,346.26,2024-01-09 15:00:00
CORN,2022,STATE,MI,MICHIGAN,2300000.0,2.3,1940000.0,1.94,168.0,325920000.0,325.92,2024-01-09 15:00:00
CORN,2023,STATE,MI,MICHIGAN,2400000.0,2.4,2060000.0,2.06,168.0,346080000.0,346.08,2024-09-30 12:00:00
CORN,2024,STATE,MI,MICHIGAN,2300000.0,2.3,1950000.0,1.95,181.0,352950000.0,352.95,2025-09-30 12:00:00
CORN,2025,STATE,MI,MICHIGAN,2350000.0,2.35,1980000.0,1.98,178.0,352440000.0,352.44,2026-01-12 12:00:00
CORN,2026,STATE,MI,MICHIGAN,2250000.0,2.25,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,MN,MINNESOTA,8100000.0,8.1,7600000.0,7.6,188.0,1428800000.0,1428.8,2019-02-06 15:00:06
CORN,2016,STATE,MN,MINNESOTA,8450000.0,8.45,8000000.0,8.0,193.0,1544000000.0,1544.0,2019-02-06 15:00:06
CORN,2017,STATE,MN,MINNESOTA,8050000.0,8.05,7630000.0,7.63,194.0,1480220000.0,1480.22,2019-02-06 15:00:06
CORN,2018,STATE,MN,MINNESOTA,7900000.0,7.9,7460000.0,7.46,182.0,1357720000.0,1357.72,2024-01-09 15:00:00
CORN,2019,STATE,MN,MINNESOTA,7800000.0,7.8,7250000.0,7.25,174.0,1261500000.0,1261.5,2024-01-09 15:00:00
CORN,2020,STATE,MN,MINNESOTA,8000000.0,8.0,7510000.0,7.51,191.0,1434410000.0,1434.41,2024-01-09 15:00:00
CORN,2021,STATE,MN,MINNESOTA,8350000.0,8.35,7790000.0,7.79,177.0,1378830000.0,1378.83,2024-01-09 15:00:00
CORN,2022,STATE,MN,MINNESOTA,8000000.0,8.0,7490000.0,7.49,195.0,1460550000.0,1460.55,2024-01-09 15:00:00
CORN,2023,STATE,MN,MINNESOTA,8600000.0,8.6,8180000.0,8.18,185.0,1513300000.0,1513.3,2024-09-30 12:00:00
CORN,2024,STATE,MN,MINNESOTA,8200000.0,8.2,7730000.0,7.73,174.0,1345020000.0,1345.02,2025-09-30 12:00:00
CORN,2025,STATE,MN,MINNESOTA,8900000.0,8.9,8450000.0,8.45,201.0,1698450000.0,1698.45,2026-01-12 12:00:00
CORN,2026,STATE,MN,MINNESOTA,8600000.0,8.6,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,MO,MISSOURI,3250000.0,3.25,3080000.0,3.08,142.0,437360000.0,437.36,2019-02-06 15:00:06
CORN,2016,STATE,MO,MISSOURI,3650000.0,3.65,3500000.0,3.5,163.0,570500000.0,570.5,2019-02-06 15:00:06
CORN,2017,STATE,MO,MISSOURI,3400000.0,3.4,3250000.0,3.25,170.0,552500000.0,552.5,2019-02-06 15:00:06
CORN,2018,STATE,MO,MISSOURI,3500000.0,3.5,3300000.0,3.3,140.0,462000000.0,462.0,2024-01-09 15:00:00
CORN,2019,STATE,MO,MISSOURI,3200000.0,3.2,2980000.0,2.98,155.0,461900000.0,461.9,2024-01-09 15:00:00
CORN,2020,STATE,MO,MISSOURI,3450000.0,3.45,3280000.0,3.28,170.0,557600000.0,557.6,2024-01-09 15:00:00
CORN,2021,STATE,MO,MISSOURI,3600000.0,3.6,3430000.0,3.43,159.0,545370000.0,545.37,2024-01-09 15:00:00
CORN,2022,STATE,MO,MISSOURI,3350000.0,3.35,3110000.0,3.11,161.0,500710000.0,500.71,2024-01-09 15:00:00
CORN,2023,STATE,MO,MISSOURI,3850000.0,3.85,3670000.0,3.67,153.0,561510000.0,561.51,2024-09-30 12:00:00
CORN,2024,STATE,MO,MISSOURI,3500000.0,3.5,3350000.0,3.35,183.0,613050000.0,613.05,2025-09-30 12:00:00
CORN,2025,STATE,MO,MISSOURI,3800000.0,3.8,3660000.0,3.66,185.0,677100000.0,677.1,2026-01-12 12:00:00
CORN,2026,STATE,MO,MISSOURI,3650000.0,3.65,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,MS,MISSISSIPPI,510000.0,0.51,490000.0,0.49,175.0,85750000.0,85.75,2019-02-06 15:00:06
CORN,2016,STATE,MS,MISSISSIPPI,750000.0,0.75,720000.0,0.72,166.0,119520000.0,119.52,2019-02-06 15:00:06
CORN,2017,STATE,MS,MISSISSIPPI,520000.0,0.52,500000.0,0.5,189.0,94500000.0,94.5,2019-02-06 15:00:06
CORN,2018,STATE,MS,MISSISSIPPI,480000.0,0.48,460000.0,0.46,185.0,85100000.0,85.1,2024-01-09 15:00:00
CORN,2019,STATE,MS,MISSISSIPPI,660000.0,0.66,615000.0,0.615,174.0,107010000.0,107.01,2024-01-09 15:00:00
CORN,2020,STATE,MS,MISSISSIPPI,510000.0,0.51,490000.0,0.49,180.0,88200000.0,88.2,2024-01-09 15:00:00
CORN,2021,STATE,MS,MISSISSIPPI,730000.0,0.73,700000.0,0.7,181.0,126700000.0,126.7,2024-01-09 15:00:00
CORN,2022,STATE,MS,MISSISSIPPI,580000.0,0.58,565000.0,0.565,165.0,93225000.0,93.225,2024-01-09 15:00:00
CORN,2023,STATE,MS,MISSISSIPPI,790000.0,0.79,770000.0,0.77,181.0,139370000.0,139.37,2024-09-30 12:00:00
CORN,2024,STATE,MS,MISSISSIPPI,490000.0,0.49,470000.0,0.47,186.0,87420000.0,87.42,2025-09-30 12:00:00
CORN,2025,STATE,MS,MISSISSIPPI,910000.0,0.91,870000.0,0.87,180.0,156600000.0,156.6,2026-01-12 12:00:00
CORN,2026,STATE,MS,MISSISSIPPI,630000.0,0.63,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,MT,MONTANA,105000.0,0.105,50000.0,0.05,110.0,5500000.0,5.5,2019-02-06 15:00:06
CORN,2016,STATE,MT,MONTANA,115000.0,0.115,55000.0,0.055,100.0,5500000.0,5.5,2019-02-06 15:00:06
CORN,2017,STATE,MT,MONTANA,115000.0,0.115,65000.0,0.065,70.0,4550000.0,4.55,2019-02-06 15:00:06
CORN,2018,STATE,MT,MONTANA,115000.0,0.115,68000.0,0.068,85.0,5780000.0,5.78,2024-01-09 15:00:00
CORN,2019,STATE,MT,MONTANA,115000.0,0.115,60000.0,0.06,95.0,5700000.0,5.7,2024-01-09 15:00:00
CORN,2020,STATE,MT,MONTANA,115000.0,0.115,61000.0,0.061,109.0,6649000.0,6.649,2024-01-09 15:00:00
CORN,2021,STATE,MT,MONTANA,120000.0,0.12,60000.0,0.06,100.0,6000000.0,6.0,2024-01-09 15:00:00
CORN,2022,STATE,MT,MONTANA,130000.0,0.13,69000.0,0.069,112.0,7728000.0,7.728,2024-01-09 15:00:00
CORN,2023,STATE,MT,MONTANA,135000.0,0.135,68000.0,0.068,129.0,8772000.0,8.772,2024-09-30 12:00:00
CORN,2024,STATE,MT,MONTANA,130000.0,0.13,77000.0,0.077,85.0,6545000.0,6.545,2025-09-30 12:00:00
CORN,2025,STATE,MT,MONTANA,145000.0,0.145,75000.0,0.075,132.0,9900000.0,9.9,2026-01-12 12:00:00
CORN,2026,STATE,MT,MONTANA,140000.0,0.14,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,NC,NORTH CAROLINA,790000.0,0.79,730000.0,0.73,113.0,82490000.0,82.49,2019-02-06 15:00:06
CORN,2016,STATE,NC,NORTH CAROLINA,1000000.0,1.0,940000.0,0.94,129.0,121260000.0,121.26,2019-02-06 15:00:06
CORN,2017,STATE,NC,NORTH CAROLINA,890000.0,0.89,840000.0,0.84,142.0,119280000.0,119.28,2019-02-06 15:00:06
CORN,2018,STATE,NC,NORTH CAROLINA,910000.0,0.91,830000.0,0.83,113.0,93790000.0,93.79,2024-01-09 15:00:00
CORN,2019,STATE,NC,NORTH CAROLINA,990000.0,0.99,930000.0,0.93,111.0,103230000.0,103.23,2024-01-09 15:00:00
CORN,2020,STATE,NC,NORTH CAROLINA,990000.0,0.99,940000.0,0.94,113.0,106220000.0,106.22,2024-01-09 15:00:00
CORN,2021,STATE,NC,NORTH CAROLINA,960000.0,0.96,905000.0,0.905,149.0,134845000.0,134.845,2024-01-09 15:00:00
CORN,2022,STATE,NC,NORTH CAROLINA,820000.0,0.82,775000.0,0.775,126.0,97650000.0,97.65,2024-01-09 15:00:00
CORN,2023,STATE,NC,NORTH CAROLINA,950000.0,0.95,900000.0,0.9,147.0,132300000.0,132.3,2024-09-30 12:00:00
CORN,2024,STATE,NC,NORTH CAROLINA,890000.0,0.89,810000.0,0.81,87.0,70470000.0,70.47,2025-09-30 12:00:00
CORN,2025,STATE,NC,NORTH CAROLINA,950000.0,0.95,910000.0,0.91,144.0,131040000.0,131.04,2026-01-12 12:00:00
CORN,2026,STATE,NC,NORTH CAROLINA,900000.0,0.9,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,ND,NORTH DAKOTA,2750000.0,2.75,2560000.0,2.56,128.0,327680000.0,327.68,2019-02-06 15:00:06
CORN,2016,STATE,ND,NORTH DAKOTA,3450000.0,3.45,3270000.0,3.27,158.0,516660000.0,516.66,2019-02-06 15:00:06
CORN,2017,STATE,ND,NORTH DAKOTA,3420000.0,3.42,3230000.0,3.23,139.0,448970000.0,448.97,2019-02-06 15:00:06
CORN,2018,STATE,ND,NORTH DAKOTA,3150000.0,3.15,2930000.0,2.93,153.0,448290000.0,448.29,2024-01-09 15:00:00
CORN,2019,STATE,ND,NORTH DAKOTA,3500000.0,3.5,3130000.0,3.13,131.0,410030000.0,410.03,2024-01-09 15:00:00
CORN,2020,STATE,ND,NORTH DAKOTA,1950000.0,1.95,1780000.0,1.78,139.0,247420000.0,247.42,2024-01-09 15:00:00
CORN,2021,STATE,ND,NORTH DAKOTA,4100000.0,4.1,3630000.0,3.63,105.0,381150000.0,381.15,2024-01-09 15:00:00
CORN,2022,STATE,ND,NORTH DAKOTA,2950000.0,2.95,2650000.0,2.65,130.0,344500000.0,344.5,2024-01-09 15:00:00
CORN,2023,STATE,ND,NORTH DAKOTA,4050000.0,4.05,3800000.0,3.8,143.0,543400000.0,543.4,2024-09-30 12:00:00
CORN,2024,STATE,ND,NORTH DAKOTA,3950000.0,3.95,3640000.0,3.64,149.0,542360000.0,542.36,2025-09-30 12:00:00
CORN,2025,STATE,ND,NORTH DAKOTA,4700000.0,4.7,4500000.0,4.5,158.0,711000000.0,711.0,2026-01-12 12:00:00
CORN,2026,STATE,ND,NORTH DAKOTA,4400000.0,4.4,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,NE,NEBRASKA,9400000.0,9.4,9150000.0,9.15,185.0,1692750000.0,1692.75,2019-02-06 15:00:06
CORN,2016,STATE,NE,NEBRASKA,9850000.0,9.85,9550000.0,9.55,178.0,1699900000.0,1699.9,2019-02-06 15:00:06
CORN,2017,STATE,NE,NEBRASKA,9550000.0,9.55,9300000.0,9.3,181.0,1683300000.0,1683.3,2019-02-06 15:00:06
CORN,2018,STATE,NE,NEBRASKA,9600000.0,9.6,9300000.0,9.3,192.0,1785600000.0,1785.6,2024-01-09 15:00:00
CORN,2019,STATE,NE,NEBRASKA,10100000.0,10.1,9810000.0,9.81,182.0,1785420000.0,1785.42,2024-01-09 15:00:00
CORN,2020,STATE,NE,NEBRASKA,10200000.0,10.2,9840000.0,9.84,180.0,1771200000.0,1771.2,2024-01-09 15:00:00
CORN,2021,STATE,NE,NEBRASKA,9900000.0,9.9,9560000.0,9.56,194.0,1854640000.0,1854.64,2024-01-09 15:00:00
CORN,2022,STATE,NE,NEBRASKA,9600000.0,9.6,8820000.0,8.82,165.0,1455300000.0,1455.3,2024-01-09 15:00:00
CORN,2023,STATE,NE,NEBRASKA,9950000.0,9.95,9500000.0,9.5,182.0,1729000000.0,1729.0,2024-09-30 12:00:00
CORN,2024,STATE,NE,NEBRASKA,10050000.0,10.05,9590000.0,9.59,188.0,1802920000.0,1802.92,2025-09-30 12:00:00
CORN,2025,STATE,NE,NEBRASKA,10750000.0,10.75,10450000.0,10.45,194.0,2027300000.0,2027.3,2026-01-12 12:00:00
CORN,2026,STATE,NE,NEBRASKA,10300000.0,10.3,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,NH,NEW HAMPSHIRE,15000.0,0.015,,,,,,2019-02-06 15:00:06
CORN,2016,STATE,NH,NEW HAMPSHIRE,15000.0,0.015,,,,,,2019-02-06 15:00:06
CORN,2017,STATE,NH,NEW HAMPSHIRE,14000.0,0.014,,,,,,2019-02-06 15:00:06
CORN,2018,STATE,NH,NEW HAMPSHIRE,13000.0,0.013,,,,,,2024-01-09 15:00:00
CORN,2019,STATE,NH,NEW HAMPSHIRE,12000.0,0.012,,,,,,2024-01-09 15:00:00
CORN,2020,STATE,NH,NEW HAMPSHIRE,13000.0,0.013,,,,,,2024-01-09 15:00:00
CORN,2021,STATE,NH,NEW HAMPSHIRE,13000.0,0.013,,,,,,2024-01-09 15:00:00
CORN,2022,STATE,NH,NEW HAMPSHIRE,13000.0,0.013,,,,,,2024-01-09 15:00:00
CORN,2023,STATE,NH,NEW HAMPSHIRE,13000.0,0.013,,,,,,2024-09-30 12:00:00
CORN,2024,STATE,NH,NEW HAMPSHIRE,12000.0,0.012,,,,,,2025-09-30 12:00:00
CORN,2025,STATE,NH,NEW HAMPSHIRE,12000.0,0.012,,,,,,2026-01-12 12:00:00
CORN,2026,STATE,NH,NEW HAMPSHIRE,12000.0,0.012,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,NJ,NEW JERSEY,80000.0,0.08,72000.0,0.072,147.0,10584000.0,10.584,2019-02-06 15:00:06
CORN,2016,STATE,NJ,NEW JERSEY,80000.0,0.08,71000.0,0.071,145.0,10295000.0,10.295,2019-02-06 15:00:06
CORN,2017,STATE,NJ,NEW JERSEY,77000.0,0.077,70000.0,0.07,167.0,11690000.0,11.69,2019-02-06 15:00:06
CORN,2018,STATE,NJ,NEW JERSEY,70000.0,0.07,60000.0,0.06,141.0,8460000.0,8.46,2024-01-09 15:00:00
CORN,2019,STATE,NJ,NEW JERSEY,77000.0,0.077,68000.0,0.068,155.0,10540000.0,10.54,2024-01-09 15:00:00
CORN,2020,STATE,NJ,NEW JERSEY,80000.0,0.08,73000.0,0.073,156.0,11388000.0,11.388,2024-01-09 15:00:00
CORN,2021,STATE,NJ,NEW JERSEY,75000.0,0.075,69000.0,0.069,163.0,11247000.0,11.247,2024-01-09 15:00:00
CORN,2022,STATE,NJ,NEW JERSEY,68000.0,0.068,58000.0,0.058,114.0,6612000.0,6.612,2024-01-09 15:00:00
CORN,2023,STATE,NJ,NEW JERSEY,74000.0,0.074,65000.0,0.065,168.0,10920000.0,10.92,2024-09-30 12:00:00
CORN,2024,STATE,NJ,NEW JERSEY,72000.0,0.072,61000.0,0.061,157.0,9577000.0,9.577,2025-09-30 12:00:00
CORN,2025,STATE,NJ,NEW JERSEY,75000.0,0.075,66000.0,0.066,161.0,10626000.0,10.626,2026-01-12 12:00:00
CORN,2026,STATE,NJ,NEW JERSEY,73000.0,0.073,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,NM,NEW MEXICO,125000.0,0.125,40000.0,0.04,180.0,7200000.0,7.2,2019-02-06 15:00:06
CORN,2016,STATE,NM,NEW MEXICO,120000.0,0.12,41000.0,0.041,150.0,6150000.0,6.15,2019-02-06 15:00:06
CORN,2017,STATE,NM,NEW MEXICO,125000.0,0.125,43000.0,0.043,134.0,5762000.0,5.762,2019-02-06 15:00:06
CORN,2018,STATE,NM,NEW MEXICO,135000.0,0.135,35000.0,0.035,187.0,6545000.0,6.545,2024-01-09 15:00:00
CORN,2019,STATE,NM,NEW MEXICO,150000.0,0.15,48000.0,0.048,135.0,6480000.0,6.48,2024-01-09 15:00:00
CORN,2020,STATE,NM,NEW MEXICO,125000.0,0.125,37000.0,0.037,195.0,7215000.0,7.215,2024-01-09 15:00:00
CORN,2021,STATE,NM,NEW MEXICO,120000.0,0.12,39000.0,0.039,184.0,7176000.0,7.176,2024-01-09 15:00:00
CORN,2022,STATE,NM,NEW MEXICO,100000.0,0.1,36000.0,0.036,149.0,5364000.0,5.364,2024-01-09 15:00:00
CORN,2023,STATE,NM,NEW MEXICO,125000.0,0.125,47000.0,0.047,155.0,7285000.0,7.285,2024-09-30 12:00:00
CORN,2024,STATE,NM,NEW MEXICO,105000.0,0.105,49000.0,0.049,157.0,7693000.0,7.693,2025-09-30 12:00:00
CORN,2025,STATE,NM,NEW MEXICO,105000.0,0.105,44000.0,0.044,173.0,7612000.0,7.612,2026-01-12 12:00:00
CORN,2026,STATE,NM,NEW MEXICO,110000.0,0.11,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,NV,NEVADA,2000.0,0.002,,,,,,2019-02-06 15:00:06
CORN,2016,STATE,NV,NEVADA,11000.0,0.011,,,,,,2019-02-06 15:00:06
CORN,2017,STATE,NV,NEVADA,12000.0,0.012,,,,,,2019-02-06 15:00:06
CORN,2018,STATE,NV,NEVADA,13000.0,0.013,,,,,,2024-01-09 15:00:00
CORN,2019,STATE,NV,NEVADA,15000.0,0.015,,,,,,2024-01-09 15:00:00
CORN,2020,STATE,NV,NEVADA,13000.0,0.013,,,,,,2024-01-09 15:00:00
CORN,2021,STATE,NV,NEVADA,13000.0,0.013,,,,,,2024-01-09 15:00:00
CORN,2022,STATE,NV,NEVADA,12000.0,0.012,,,,,,2024-01-09 15:00:00
CORN,2023,STATE,NV,NEVADA,13000.0,0.013,,,,,,2024-09-30 12:00:00
CORN,2024,STATE,NV,NEVADA,20000.0,0.02,,,,,,2025-09-30 12:00:00
CORN,2025,STATE,NV,NEVADA,26000.0,0.026,,,,,,2026-01-12 12:00:00
CORN,2026,STATE,NV,NEVADA,30000.0,0.03,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,NY,NEW YORK,1080000.0,1.08,590000.0,0.59,143.0,84370000.0,84.37,2019-02-06 15:00:06
CORN,2016,STATE,NY,NEW YORK,1100000.0,1.1,570000.0,0.57,129.0,73530000.0,73.53,2019-02-06 15:00:06
CORN,2017,STATE,NY,NEW YORK,1000000.0,1.0,485000.0,0.485,161.0,78085000.0,78.085,2019-02-06 15:00:06
CORN,2018,STATE,NY,NEW YORK,1070000.0,1.07,605000.0,0.605,159.0,96195000.0,96.195,2024-01-09 15:00:00
CORN,2019,STATE,NY,NEW YORK,970000.0,0.97,520000.0,0.52,158.0,82160000.0,82.16,2024-01-09 15:00:00
CORN,2020,STATE,NY,NEW YORK,1030000.0,1.03,550000.0,0.55,157.0,86350000.0,86.35,2024-01-09 15:00:00
CORN,2021,STATE,NY,NEW YORK,1030000.0,1.03,575000.0,0.575,167.0,96025000.0,96.025,2024-01-09 15:00:00
CORN,2022,STATE,NY,NEW YORK,1010000.0,1.01,565000.0,0.565,142.0,80230000.0,80.23,2024-01-09 15:00:00
CORN,2023,STATE,NY,NEW YORK,1040000.0,1.04,600000.0,0.6,159.0,95400000.0,95.4,2024-09-30 12:00:00
CORN,2024,STATE,NY,NEW YORK,1020000.0,1.02,555000.0,0.555,169.0,93795000.0,93.795,2025-09-30 12:00:00
CORN,2025,STATE,NY,NEW YORK,970000.0,0.97,450000.0,0.45,140.0,63000000.0,63.0,2026-01-12 12:00:00
CORN,2026,STATE,NY,NEW YORK,1010000.0,1.01,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,OH,OHIO,3550000.0,3.55,3260000.0,3.26,153.0,498780000.0,498.78,2019-02-06 15:00:06
CORN,2016,STATE,OH,OHIO,3550000.0,3.55,3300000.0,3.3,159.0,524700000.0,524.7,2019-02-06 15:00:06
CORN,2017,STATE,OH,OHIO,3400000.0,3.4,3150000.0,3.15,177.0,557550000.0,557.55,2019-03-21 15:28:35
CORN,2018,STATE,OH,OHIO,3500000.0,3.5,3300000.0,3.3,187.0,617100000.0,617.1,2024-01-09 15:00:00
CORN,2019,STATE,OH,OHIO,2800000.0,2.8,2570000.0,2.57,164.0,421480000.0,421.48,2024-01-09 15:00:00
CORN,2020,STATE,OH,OHIO,3550000.0,3.55,3300000.0,3.3,171.0,564300000.0,564.3,2024-01-09 15:00:00
CORN,2021,STATE,OH,OHIO,3550000.0,3.55,3340000.0,3.34,193.0,644620000.0,644.62,2024-01-09 15:00:00
CORN,2022,STATE,OH,OHIO,3400000.0,3.4,3180000.0,3.18,187.0,594660000.0,594.66,2024-01-09 15:00:00
CORN,2023,STATE,OH,OHIO,3600000.0,3.6,3400000.0,3.4,198.0,673200000.0,673.2,2024-09-30 12:00:00
CORN,2024,STATE,OH,OHIO,3400000.0,3.4,3200000.0,3.2,177.0,566400000.0,566.4,2025-09-30 12:00:00
CORN,2025,STATE,OH,OHIO,3400000.0,3.4,3160000.0,3.16,185.0,584600000.0,584.6,2026-01-12 12:00:00
CORN,2026,STATE,OH,OHIO,3400000.0,3.4,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,OK,OKLAHOMA,310000.0,0.31,280000.0,0.28,129.0,36120000.0,36.12,2019-02-06 15:00:06
CORN,2016,STATE,OK,OKLAHOMA,400000.0,0.4,350000.0,0.35,121.0,42350000.0,42.35,2019-02-06 15:00:06
CORN,2017,STATE,OK,OKLAHOMA,350000.0,0.35,305000.0,0.305,126.0,38430000.0,38.43,2019-02-06 15:00:06
CORN,2018,STATE,OK,OKLAHOMA,310000.0,0.31,270000.0,0.27,134.0,36180000.0,36.18,2024-01-09 15:00:00
CORN,2019,STATE,OK,OKLAHOMA,370000.0,0.37,330000.0,0.33,137.0,45210000.0,45.21,2024-01-09 15:00:00
CORN,2020,STATE,OK,OKLAHOMA,360000.0,0.36,320000.0,0.32,135.0,43200000.0,43.2,2024-01-09 15:00:00
CORN,2021,STATE,OK,OKLAHOMA,340000.0,0.34,295000.0,0.295,150.0,44250000.0,44.25,2024-01-09 15:00:00
CORN,2022,STATE,OK,OKLAHOMA,350000.0,0.35,200000.0,0.2,122.0,24400000.0,24.4,2024-01-09 15:00:00
CORN,2023,STATE,OK,OKLAHOMA,390000.0,0.39,340000.0,0.34,149.0,50660000.0,50.66,2024-09-30 12:00:00
CORN,2024,STATE,OK,OKLAHOMA,450000.0,0.45,410000.0,0.41,98.0,40180000.0,40.18,2025-09-30 12:00:00
CORN,2025,STATE,OK,OKLAHOMA,540000.0,0.54,495000.0,0.495,122.0,60390000.0,60.39,2026-01-12 12:00:00
CORN,2026,STATE,OK,OKLAHOMA,520000.0,0.52,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,OR,OREGON,65000.0,0.065,30000.0,0.03,188.0,5640000.0,5.64,2019-02-06 15:00:06
CORN,2016,STATE,OR,OREGON,80000.0,0.08,39000.0,0.039,230.0,8970000.0,8.97,2019-02-06 15:00:06
CORN,2017,STATE,OR,OREGON,85000.0,0.085,44000.0,0.044,212.0,9328000.0,9.328,2019-02-06 15:00:06
CORN,2018,STATE,OR,OREGON,75000.0,0.075,40000.0,0.04,195.0,7800000.0,7.8,2024-01-09 15:00:00
CORN,2019,STATE,OR,OREGON,85000.0,0.085,49000.0,0.049,237.0,11613000.0,11.613,2024-01-09 15:00:00
CORN,2020,STATE,OR,OREGON,100000.0,0.1,65000.0,0.065,241.0,15665000.0,15.665,2024-01-09 15:00:00
CORN,2021,STATE,OR,OREGON,95000.0,0.095,55000.0,0.055,240.0,13200000.0,13.2,2024-01-09 15:00:00
CORN,2022,STATE,OR,OREGON,80000.0,0.08,45000.0,0.045,237.0,10665000.0,10.665,2024-01-09 15:00:00
CORN,2023,STATE,OR,OREGON,95000.0,0.095,55000.0,0.055,214.0,11770000.0,11.77,2024-09-30 12:00:00
CORN,2024,STATE,OR,OREGON,110000.0,0.11,63000.0,0.063,208.0,13104000.0,13.104,2025-09-30 12:00:00
CORN,2025,STATE,OR,OREGON,105000.0,0.105,75000.0,0.075,236.0,17700000.0,17.7,2026-01-12 12:00:00
CORN,2026,STATE,OR,OREGON,80000.0,0.08,,,,,,2026-03-31 12:00:00
CORN,2015,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-01-12 13:18:01
CORN,2016,STATE,OT,OTHER STATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-01-23 08:13:26
