mapdate,stateabbreviation,none,d0,d1,d2,d3,d4,validstart,validend,statisticformatid,state_alpha
2018-03-13,KS,1.22,98.78,81.77,56.19,19.33,0.3,2018-03-13,2018-03-19,1,KS
2018-03-06,KS,1.23,98.77,76.69,44.45,18.82,0.34,2018-03-06,2018-03-12,1,KS
2018-02-27,KS,1.22,98.78,73.49,34.44,9.5,0.0,2018-02-27,2018-03-05,1,KS
2018-02-20,KS,0.11,99.89,71.05,36.34,9.5,0.0,2018-02-20,2018-02-26,1,KS
2018-02-13,KS,0.11,99.89,61.05,36.34,9.5,0.0,2018-02-13,2018-02-19,1,KS
2018-02-06,KS,0.0,100.0,62.15,36.31,9.45,0.0,2018-02-06,2018-02-12,1,KS
2018-01-30,KS,0.0,100.0,65.29,29.07,4.3,0.0,2018-01-30,2018-02-05,1,KS
2018-01-23,KS,0.0,100.0,52.91,19.19,4.08,0.0,2018-01-23,2018-01-29,1,KS
2018-01-16,KS,0.0,100.0,52.43,19.19,4.08,0.0,2018-01-16,2018-01-22,1,KS
2018-01-09,KS,0.0,100.0,52.43,17.23,1.5,0.0,2018-01-09,2018-01-15,1,KS
2018-01-02,KS,0.0,100.0,32.7,8.75,0.0,0.0,2018-01-02,2018-01-08,1,KS
2017-12-26,KS,0.0,100.0,32.7,8.63,0.0,0.0,2017-12-26,2018-01-01,1,KS
2017-12-19,KS,0.0,100.0,20.58,1.85,0.0,0.0,2017-12-19,2017-12-25,1,KS
2017-12-12,KS,0.89,99.11,20.58,1.85,0.0,0.0,2017-12-12,2017-12-18,1,KS
2017-12-05,KS,36.63,63.37,15.72,0.0,0.0,0.0,2017-12-05,2017-12-11,1,KS
2017-11-28,KS,52.88,47.12,15.33,0.0,0.0,0.0,2017-11-28,2017-12-04,1,KS
2017-11-21,KS,65.88,34.12,1.38,0.0,0.0,0.0,2017-11-21,2017-11-27,1,KS
2017-11-14,KS,82.22,17.78,1.07,0.0,0.0,0.0,2017-11-14,2017-11-20,1,KS
2017-11-07,KS,85.8,14.2,0.64,0.0,0.0,0.0,2017-11-07,2017-11-13,1,KS
2017-10-31,KS,85.96,14.04,0.64,0.0,0.0,0.0,2017-10-31,2017-11-06,1,KS
2017-10-24,KS,85.96,14.04,0.64,0.0,0.0,0.0,2017-10-24,2017-10-30,1,KS
2017-10-17,KS,83.31,16.69,0.64,0.0,0.0,0.0,2017-10-17,2017-10-23,1,KS
2017-10-10,KS,72.1,27.9,1.49,0.0,0.0,0.0,2017-10-10,2017-10-16,1,KS
2017-10-03,KS,59.19,40.81,10.08,1.35,0.0,0.0,2017-10-03,2017-10-09,1,KS
2017-09-26,KS,59.89,40.11,10.08,1.35,0.0,0.0,2017-09-26,2017-10-02,1,KS
2017-09-19,KS,38.2,61.8,20.49,1.61,0.0,0.0,2017-09-19,2017-09-25,1,KS
2017-09-12,KS,46.12,53.88,17.2,0.65,0.0,0.0,2017-09-12,2017-09-18,1,KS
2017-09-05,KS,67.06,32.94,16.69,0.0,0.0,0.0,2017-09-05,2017-09-11,1,KS
2017-08-29,KS,62.5,37.5,19.9,0.0,0.0,0.0,2017-08-29,2017-09-04,1,KS
2017-08-22,KS,63.49,36.51,18.52,0.0,0.0,0.0,2017-08-22,2017-08-28,1,KS
2017-08-15,KS,63.16,36.84,13.87,0.0,0.0,0.0,2017-08-15,2017-08-21,1,KS
2017-08-08,KS,56.09,43.91,13.87,0.0,0.0,0.0,2017-08-08,2017-08-14,1,KS
2017-08-01,KS,50.42,49.58,4.83,0.0,0.0,0.0,2017-08-01,2017-08-07,1,KS
2017-07-25,KS,49.39,50.61,4.83,0.0,0.0,0.0,2017-07-25,2017-07-31,1,KS
2017-07-18,KS,60.28,39.72,5.3,0.0,0.0,0.0,2017-07-18,2017-07-24,1,KS
2017-07-11,KS,84.26,15.74,0.0,0.0,0.0,0.0,2017-07-11,2017-07-17,1,KS
2017-07-04,KS,84.33,15.67,0.0,0.0,0.0,0.0,2017-07-04,2017-07-10,1,KS
2017-06-27,KS,83.07,16.93,0.0,0.0,0.0,0.0,2017-06-27,2017-07-03,1,KS
2017-06-20,KS,98.9,1.1,0.0,0.0,0.0,0.0,2017-06-20,2017-06-26,1,KS
2017-06-13,KS,91.68,8.32,0.0,0.0,0.0,0.0,2017-06-13,2017-06-19,1,KS
2017-06-06,KS,100.0,0.0,0.0,0.0,0.0,0.0,2017-06-06,2017-06-12,1,KS
2017-05-30,KS,100.0,0.0,0.0,0.0,0.0,0.0,2017-05-30,2017-06-05,1,KS
2017-05-23,KS,100.0,0.0,0.0,0.0,0.0,0.0,2017-05-23,2017-05-29,1,KS
2017-05-16,KS,100.0,0.0,0.0,0.0,0.0,0.0,2017-05-16,2017-05-22,1,KS
2017-05-09,KS,100.0,0.0,0.0,0.0,0.0,0.0,2017-05-09,2017-05-15,1,KS
2017-05-02,KS,100.0,0.0,0.0,0.0,0.0,0.0,2017-05-02,2017-05-08,1,KS
2017-04-25,KS,88.39,11.61,0.0,0.0,0.0,0.0,2017-04-25,2017-05-01,1,KS
2017-04-18,KS,54.04,45.96,0.3,0.0,0.0,0.0,2017-04-18,2017-04-24,1,KS
2017-04-11,KS,49.35,50.65,8.55,0.0,0.0,0.0,2017-04-11,2017-04-17,1,KS
2017-04-04,KS,54.28,45.72,10.41,0.53,0.0,0.0,2017-04-04,2017-04-10,1,KS
2017-03-28,KS,9.58,90.42,42.82,9.01,0.57,0.0,2017-03-28,2017-04-03,1,KS
2017-03-21,KS,3.0,97.0,47.87,9.01,0.57,0.0,2017-03-21,2017-03-27,1,KS
2017-03-14,KS,31.83,68.17,39.34,9.01,0.57,0.0,2017-03-14,2017-03-20,1,KS
2017-03-07,KS,31.83,68.17,39.34,9.01,0.57,0.0,2017-03-07,2017-03-13,1,KS
2017-02-28,KS,34.23,65.77,37.34,6.68,0.0,0.0,2017-02-28,2017-03-06,1,KS
2017-02-21,KS,34.23,65.77,26.2,6.68,0.0,0.0,2017-02-21,2017-02-27,1,KS
2017-02-14,KS,35.09,64.91,26.2,6.68,0.0,0.0,2017-02-14,2017-02-20,1,KS
2017-02-07,KS,35.09,64.91,26.02,6.68,0.0,0.0,2017-02-07,2017-02-13,1,KS
2017-01-31,KS,35.09,64.91,26.02,6.68,0.0,0.0,2017-01-31,2017-02-06,1,KS
2017-01-24,KS,35.09,64.91,26.03,6.68,0.0,0.0,2017-01-24,2017-01-30,1,KS
2017-01-17,KS,35.26,64.74,26.03,6.68,0.0,0.0,2017-01-17,2017-01-23,1,KS
2017-01-10,KS,17.31,82.69,42.27,13.58,0.0,0.0,2017-01-10,2017-01-16,1,KS
2017-01-03,KS,17.31,82.69,30.71,13.58,0.0,0.0,2017-01-03,2017-01-09,1,KS
2016-12-27,KS,17.31,82.69,30.71,13.58,0.0,0.0,2016-12-27,2017-01-02,1,KS
2016-12-20,KS,47.18,52.82,30.71,13.58,0.0,0.0,2016-12-20,2016-12-26,1,KS
2016-12-13,KS,47.35,52.65,30.71,13.58,0.0,0.0,2016-12-13,2016-12-19,1,KS
2016-12-06,KS,47.57,52.43,29.56,10.94,0.0,0.0,2016-12-06,2016-12-12,1,KS
2016-11-29,KS,47.46,52.54,30.5,10.5,0.0,0.0,2016-11-29,2016-12-05,1,KS
2016-11-22,KS,61.91,38.09,26.69,0.0,0.0,0.0,2016-11-22,2016-11-28,1,KS
2016-11-15,KS,61.91,38.09,26.69,0.0,0.0,0.0,2016-11-15,2016-11-21,1,KS
2016-11-08,KS,66.04,33.96,11.7,0.0,0.0,0.0,2016-11-08,2016-11-14,1,KS
2016-11-01,KS,66.04,33.96,4.19,0.0,0.0,0.0,2016-11-01,2016-11-07,1,KS
2016-10-25,KS,68.75,31.25,4.19,0.0,0.0,0.0,2016-10-25,2016-10-31,1,KS
2016-10-18,KS,70.65,29.35,3.07,0.0,0.0,0.0,2016-10-18,2016-10-24,1,KS
2016-10-11,KS,86.63,13.37,0.0,0.0,0.0,0.0,2016-10-11,2016-10-17,1,KS
2016-10-04,KS,86.63,13.37,0.0,0.0,0.0,0.0,2016-10-04,2016-10-10,1,KS
2016-09-27,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-09-27,2016-10-03,1,KS
2016-09-20,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-09-20,2016-09-26,1,KS
2016-09-13,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-09-13,2016-09-19,1,KS
2016-09-06,KS,98.9,1.1,0.0,0.0,0.0,0.0,2016-09-06,2016-09-12,1,KS
2016-08-30,KS,94.79,5.21,0.97,0.0,0.0,0.0,2016-08-30,2016-09-05,1,KS
2016-08-23,KS,87.36,12.64,0.97,0.0,0.0,0.0,2016-08-23,2016-08-29,1,KS
2016-08-16,KS,86.96,13.04,0.0,0.0,0.0,0.0,2016-08-16,2016-08-22,1,KS
2016-08-09,KS,86.92,13.08,0.0,0.0,0.0,0.0,2016-08-09,2016-08-15,1,KS
2016-08-02,KS,86.67,13.33,0.0,0.0,0.0,0.0,2016-08-02,2016-08-08,1,KS
2016-07-26,KS,93.53,6.47,0.0,0.0,0.0,0.0,2016-07-26,2016-08-01,1,KS
2016-07-19,KS,95.84,4.16,0.0,0.0,0.0,0.0,2016-07-19,2016-07-25,1,KS
2016-07-12,KS,95.84,4.16,0.0,0.0,0.0,0.0,2016-07-12,2016-07-18,1,KS
2016-07-05,KS,95.45,4.55,0.0,0.0,0.0,0.0,2016-07-05,2016-07-11,1,KS
2016-06-28,KS,79.16,20.84,0.0,0.0,0.0,0.0,2016-06-28,2016-07-04,1,KS
2016-06-21,KS,91.82,8.18,0.0,0.0,0.0,0.0,2016-06-21,2016-06-27,1,KS
2016-06-14,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-06-14,2016-06-20,1,KS
2016-06-07,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-06-07,2016-06-13,1,KS
2016-05-31,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-31,2016-06-06,1,KS
2016-05-24,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-24,2016-05-30,1,KS
2016-05-17,KS,100.0,0.0,0.0,0.0,0.0,0.0,2016-05-17,2016-05-23,1,KS
2016-05-10,KS,98.79,1.21,0.0,0.0,0.0,0.0,2016-05-10,2016-05-16,1,KS
2016-05-03,KS,86.07,13.93,0.0,0.0,0.0,0.0,2016-05-03,2016-05-09,1,KS
2016-04-26,KS,42.54,57.46,11.12,0.0,0.0,0.0,2016-04-26,2016-05-02,1,KS
2016-04-19,KS,31.74,68.26,15.03,0.0,0.0,0.0,2016-04-19,2016-04-25,1,KS
2016-04-12,KS,2.55,97.45,51.98,0.14,0.0,0.0,2016-04-12,2016-04-18,1,KS
2016-04-05,KS,6.59,93.41,35.64,0.0,0.0,0.0,2016-04-05,2016-04-11,1,KS
2016-03-29,KS,25.99,74.01,22.2,0.0,0.0,0.0,2016-03-29,2016-04-04,1,KS
2016-03-22,KS,43.24,56.76,7.25,0.0,0.0,0.0,2016-03-22,2016-03-28,1,KS
2016-03-15,KS,72.0,28.0,0.52,0.0,0.0,0.0,2016-03-15,2016-03-21,1,KS
2016-03-08,KS,83.85,16.15,0.0,0.0,0.0,0.0,2016-03-08,2016-03-14,1,KS
2016-03-01,KS,94.55,5.45,0.0,0.0,0.0,0.0,2016-03-01,2016-03-07,1,KS
2016-02-23,KS,98.32,1.68,0.0,0.0,0.0,0.0,2016-02-23,2016-02-29,1,KS
2016-02-16,KS,98.32,1.68,0.0,0.0,0.0,0.0,2016-02-16,2016-02-22,1,KS
2016-02-09,KS,98.32,1.68,0.0,0.0,0.0,0.0,2016-02-09,2016-02-15,1,KS
2016-02-02,KS,97.84,2.16,0.0,0.0,0.0,0.0,2016-02-02,2016-02-08,1,KS
2016-01-26,KS,97.84,2.16,0.0,0.0,0.0,0.0,2016-01-26,2016-02-01,1,KS
2016-01-19,KS,97.84,2.16,0.0,0.0,0.0,0.0,2016-01-19,2016-01-25,1,KS
2016-01-12,KS,97.84,2.16,0.0,0.0,0.0,0.0,2016-01-12,2016-01-18,1,KS
2016-01-05,KS,97.84,2.16,0.0,0.0,0.0,0.0,2016-01-05,2016-01-11,1,KS
2015-12-29,KS,97.84,2.16,0.0,0.0,0.0,0.0,2015-12-29,2016-01-04,1,KS
2015-12-22,KS,95.01,4.99,0.0,0.0,0.0,0.0,2015-12-22,2015-12-28,1,KS
2015-12-15,KS,95.01,4.99,0.0,0.0,0.0,0.0,2015-12-15,2015-12-21,1,KS
2015-12-08,KS,48.38,51.62,4.51,0.0,0.0,0.0,2015-12-08,2015-12-14,1,KS
2015-12-01,KS,46.33,53.67,4.51,0.0,0.0,0.0,2015-12-01,2015-12-07,1,KS
2015-11-24,KS,45.49,54.51,12.95,0.0,0.0,0.0,2015-11-24,2015-11-30,1,KS
2015-11-17,KS,36.51,63.49,14.56,0.0,0.0,0.0,2015-11-17,2015-11-23,1,KS
2015-11-10,KS,27.86,72.14,20.49,0.0,0.0,0.0,2015-11-10,2015-11-16,1,KS
2015-11-03,KS,26.86,73.14,15.1,0.0,0.0,0.0,2015-11-03,2015-11-09,1,KS
2015-10-27,KS,25.31,74.69,14.29,0.0,0.0,0.0,2015-10-27,2015-11-02,1,KS
2015-10-20,KS,31.1,68.9,9.57,0.0,0.0,0.0,2015-10-20,2015-10-26,1,KS
2015-10-13,KS,50.29,49.71,4.48,0.0,0.0,0.0,2015-10-13,2015-10-19,1,KS
2015-10-06,KS,69.76,30.24,4.48,0.0,0.0,0.0,2015-10-06,2015-10-12,1,KS
2015-09-29,KS,80.79,19.21,4.48,0.0,0.0,0.0,2015-09-29,2015-10-05,1,KS
2015-09-22,KS,80.52,19.48,4.48,0.0,0.0,0.0,2015-09-22,2015-09-28,1,KS
2015-09-15,KS,81.39,18.61,1.65,0.0,0.0,0.0,2015-09-15,2015-09-21,1,KS
2015-09-08,KS,82.21,17.79,0.0,0.0,0.0,0.0,2015-09-08,2015-09-14,1,KS
2015-09-01,KS,88.23,11.77,0.0,0.0,0.0,0.0,2015-09-01,2015-09-07,1,KS
2015-08-25,KS,93.12,6.88,0.0,0.0,0.0,0.0,2015-08-25,2015-08-31,1,KS
2015-08-18,KS,93.12,6.88,0.0,0.0,0.0,0.0,2015-08-18,2015-08-24,1,KS
2015-08-11,KS,93.12,6.88,0.0,0.0,0.0,0.0,2015-08-11,2015-08-17,1,KS
2015-08-04,KS,68.33,31.67,3.49,0.0,0.0,0.0,2015-08-04,2015-08-10,1,KS
2015-07-28,KS,68.33,31.67,3.49,0.0,0.0,0.0,2015-07-28,2015-08-03,1,KS
2015-07-21,KS,78.21,21.79,3.49,0.0,0.0,0.0,2015-07-21,2015-07-27,1,KS
2015-07-14,KS,78.76,21.24,3.49,0.0,0.0,0.0,2015-07-14,2015-07-20,1,KS
2015-07-07,KS,90.36,9.64,3.49,0.0,0.0,0.0,2015-07-07,2015-07-13,1,KS
2015-06-30,KS,90.36,9.64,3.49,0.0,0.0,0.0,2015-06-30,2015-07-06,1,KS
2015-06-23,KS,90.36,9.64,3.49,0.0,0.0,0.0,2015-06-23,2015-06-29,1,KS
2015-06-16,KS,86.45,13.55,3.81,0.0,0.0,0.0,2015-06-16,2015-06-22,1,KS
2015-06-09,KS,76.89,23.11,4.3,0.0,0.0,0.0,2015-06-09,2015-06-15,1,KS
2015-06-02,KS,76.35,23.65,4.68,0.0,0.0,0.0,2015-06-02,2015-06-08,1,KS
2015-05-26,KS,66.92,33.08,6.23,0.0,0.0,0.0,2015-05-26,2015-06-01,1,KS
2015-05-19,KS,39.71,60.29,32.4,7.55,0.0,0.0,2015-05-19,2015-05-25,1,KS
2015-05-12,KS,21.55,78.45,49.17,14.63,0.47,0.0,2015-05-12,2015-05-18,1,KS
2015-05-05,KS,8.63,91.37,67.96,24.68,1.52,0.0,2015-05-05,2015-05-11,1,KS
2015-04-28,KS,8.01,91.99,67.89,26.18,3.17,0.0,2015-04-28,2015-05-04,1,KS
2015-04-21,KS,8.01,91.99,67.89,27.56,4.04,0.0,2015-04-21,2015-04-27,1,KS
2015-04-14,KS,7.88,92.12,68.18,27.67,4.92,0.0,2015-04-14,2015-04-20,1,KS
2015-04-07,KS,6.52,93.48,68.7,27.67,4.92,0.0,2015-04-07,2015-04-13,1,KS
2015-03-31,KS,6.52,93.48,68.7,22.45,1.88,0.0,2015-03-31,2015-04-06,1,KS
2015-03-24,KS,7.24,92.76,68.7,22.45,1.88,0.0,2015-03-24,2015-03-30,1,KS
2015-03-17,KS,7.08,92.92,53.95,18.67,1.88,0.0,2015-03-17,2015-03-23,1,KS
2015-03-10,KS,7.08,92.92,44.51,18.67,1.88,0.0,2015-03-10,2015-03-16,1,KS
2015-03-03,KS,11.06,88.94,41.7,18.67,1.88,0.0,2015-03-03,2015-03-09,1,KS
2015-02-24,KS,11.06,88.94,41.7,18.67,1.88,0.0,2015-02-24,2015-03-02,1,KS
2015-02-17,KS,11.06,88.94,38.75,18.67,1.88,0.0,2015-02-17,2015-02-23,1,KS
2015-02-10,KS,11.06,88.94,38.75,18.67,1.88,0.0,2015-02-10,2015-02-16,1,KS
2015-02-03,KS,11.07,88.93,37.8,18.58,1.88,0.0,2015-02-03,2015-02-09,1,KS
2015-01-27,KS,0.46,99.54,37.66,18.58,1.88,0.0,2015-01-27,2015-02-02,1,KS
2015-01-20,KS,3.23,96.77,37.66,18.58,1.88,0.0,2015-01-20,2015-01-26,1,KS
2015-01-13,KS,19.49,80.51,37.49,18.58,1.88,0.0,2015-01-13,2015-01-19,1,KS
2015-01-06,KS,19.49,80.51,37.49,18.58,1.88,0.0,2015-01-06,2015-01-12,1,KS
2014-12-30,KS,19.49,80.51,37.49,18.3,2.25,0.0,2014-12-30,2015-01-05,1,KS
2026-06-09,WI,10.71,89.29,13.49,0.0,0.0,0.0,2026-06-09,2026-06-15,1,WI
2026-06-02,WI,9.6,90.4,13.49,0.0,0.0,0.0,2026-06-02,2026-06-08,1,WI
2026-05-26,WI,60.88,39.12,0.0,0.0,0.0,0.0,2026-05-26,2026-06-01,1,WI
2026-05-19,WI,98.03,1.97,0.0,0.0,0.0,0.0,2026-05-19,2026-05-25,1,WI
2026-05-12,WI,98.03,1.97,0.0,0.0,0.0,0.0,2026-05-12,2026-05-18,1,WI
2026-05-05,WI,98.03,1.97,0.0,0.0,0.0,0.0,2026-05-05,2026-05-11,1,WI
2026-04-28,WI,98.03,1.97,0.0,0.0,0.0,0.0,2026-04-28,2026-05-04,1,WI
2026-04-21,WI,94.54,5.46,1.64,0.0,0.0,0.0,2026-04-21,2026-04-27,1,WI
2026-04-14,WI,90.44,9.56,4.5,0.0,0.0,0.0,2026-04-14,2026-04-20,1,WI
2026-04-07,WI,90.44,9.56,4.5,0.0,0.0,0.0,2026-04-07,2026-04-13,1,WI
2026-03-31,WI,73.02,26.98,4.72,0.0,0.0,0.0,2026-03-31,2026-04-06,1,WI
2026-03-24,WI,73.02,26.98,4.72,0.0,0.0,0.0,2026-03-24,2026-03-30,1,WI
2026-03-17,WI,71.98,28.02,4.72,0.0,0.0,0.0,2026-03-17,2026-03-23,1,WI
2026-03-10,WI,29.3,70.7,24.47,1.43,0.0,0.0,2026-03-10,2026-03-16,1,WI
2026-03-03,WI,27.67,72.33,26.6,1.43,0.0,0.0,2026-03-03,2026-03-09,1,WI
2026-02-24,WI,36.96,63.04,26.6,1.43,0.0,0.0,2026-02-24,2026-03-02,1,WI
2026-02-17,WI,36.7,63.3,28.02,3.15,0.0,0.0,2026-02-17,2026-02-23,1,WI
2026-02-10,WI,36.7,63.3,28.02,3.15,0.0,0.0,2026-02-10,2026-02-16,1,WI
2026-02-03,WI,36.7,63.3,28.02,3.15,0.0,0.0,2026-02-03,2026-02-09,1,WI
2026-01-27,WI,36.7,63.3,28.02,3.15,0.0,0.0,2026-01-27,2026-02-02,1,WI
2026-01-20,WI,36.65,63.35,28.02,3.15,0.0,0.0,2026-01-20,2026-01-26,1,WI
2026-01-13,WI,32.77,67.23,30.43,3.72,0.0,0.0,2026-01-13,2026-01-19,1,WI
2026-01-06,WI,2.76,97.24,53.46,12.62,0.0,0.0,2026-01-06,2026-01-12,1,WI
2025-12-30,WI,2.45,97.55,56.19,12.63,0.0,0.0,2025-12-30,2026-01-05,1,WI
2025-12-23,WI,2.45,97.55,56.47,12.63,0.0,0.0,2025-12-23,2025-12-29,1,WI
2025-12-16,WI,2.45,97.55,56.47,12.63,0.0,0.0,2025-12-16,2025-12-22,1,WI
2025-12-09,WI,2.45,97.55,56.47,12.63,0.0,0.0,2025-12-09,2025-12-15,1,WI
2025-12-02,WI,2.45,97.55,56.47,12.63,0.0,0.0,2025-12-02,2025-12-08,1,WI
2025-11-25,WI,4.27,95.73,56.47,12.63,0.0,0.0,2025-11-25,2025-12-01,1,WI
2025-11-18,WI,4.27,95.73,56.47,12.63,0.0,0.0,2025-11-18,2025-11-24,1,WI
2025-11-11,WI,21.84,78.16,38.66,1.35,0.0,0.0,2025-11-11,2025-11-17,1,WI
2025-11-04,WI,27.24,72.76,36.31,1.35,0.0,0.0,2025-11-04,2025-11-10,1,WI
2025-10-28,WI,29.57,70.43,12.61,0.46,0.0,0.0,2025-10-28,2025-11-03,1,WI
2025-10-21,WI,30.71,69.29,10.85,0.0,0.0,0.0,2025-10-21,2025-10-27,1,WI
2025-10-14,WI,30.71,69.29,10.86,0.0,0.0,0.0,2025-10-14,2025-10-20,1,WI
2025-10-07,WI,30.84,69.16,6.12,0.0,0.0,0.0,2025-10-07,2025-10-13,1,WI
2025-09-30,WI,64.44,35.56,0.0,0.0,0.0,0.0,2025-09-30,2025-10-06,1,WI
2025-09-23,WI,95.36,4.64,0.0,0.0,0.0,0.0,2025-09-23,2025-09-29,1,WI
2025-09-16,WI,95.0,5.0,0.0,0.0,0.0,0.0,2025-09-16,2025-09-22,1,WI
2025-09-09,WI,96.3,3.7,0.0,0.0,0.0,0.0,2025-09-09,2025-09-15,1,WI
2025-09-02,WI,96.3,3.7,0.0,0.0,0.0,0.0,2025-09-02,2025-09-08,1,WI
2025-08-26,WI,96.59,3.41,0.0,0.0,0.0,0.0,2025-08-26,2025-09-01,1,WI
2025-08-19,WI,95.74,4.26,0.0,0.0,0.0,0.0,2025-08-19,2025-08-25,1,WI
2025-08-12,WI,95.74,4.26,0.0,0.0,0.0,0.0,2025-08-12,2025-08-18,1,WI
2025-08-05,WI,98.22,1.78,0.0,0.0,0.0,0.0,2025-08-05,2025-08-11,1,WI
2025-07-29,WI,99.24,0.76,0.0,0.0,0.0,0.0,2025-07-29,2025-08-04,1,WI
2025-07-22,WI,99.24,0.76,0.0,0.0,0.0,0.0,2025-07-22,2025-07-28,1,WI
2025-07-15,WI,92.57,7.43,0.14,0.0,0.0,0.0,2025-07-15,2025-07-21,1,WI
2025-07-08,WI,86.65,13.35,1.36,0.0,0.0,0.0,2025-07-08,2025-07-14,1,WI
2025-07-01,WI,83.61,16.39,2.55,0.0,0.0,0.0,2025-07-01,2025-07-07,1,WI
2025-06-24,WI,76.29,23.71,2.55,0.0,0.0,0.0,2025-06-24,2025-06-30,1,WI
2025-06-17,WI,74.12,25.88,4.7,0.0,0.0,0.0,2025-06-17,2025-06-23,1,WI
2025-06-10,WI,52.97,47.03,4.7,0.0,0.0,0.0,2025-06-10,2025-06-16,1,WI
2025-06-03,WI,52.83,47.17,4.73,0.0,0.0,0.0,2025-06-03,2025-06-09,1,WI
2025-05-27,WI,66.73,33.27,4.73,0.0,0.0,0.0,2025-05-27,2025-06-02,1,WI
2025-05-20,WI,56.53,43.47,5.69,0.0,0.0,0.0,2025-05-20,2025-05-26,1,WI
2025-05-13,WI,56.53,43.47,5.69,0.0,0.0,0.0,2025-05-13,2025-05-19,1,WI
2025-05-06,WI,67.75,32.25,2.41,0.0,0.0,0.0,2025-05-06,2025-05-12,1,WI
2025-04-29,WI,67.79,32.21,2.41,0.0,0.0,0.0,2025-04-29,2025-05-05,1,WI
2025-04-22,WI,67.61,32.39,2.58,0.0,0.0,0.0,2025-04-22,2025-04-28,1,WI
2025-04-15,WI,57.97,42.03,4.95,0.0,0.0,0.0,2025-04-15,2025-04-21,1,WI
2025-04-08,WI,55.24,44.76,13.81,0.0,0.0,0.0,2025-04-08,2025-04-14,1,WI
2025-04-01,WI,42.79,57.21,29.27,0.0,0.0,0.0,2025-04-01,2025-04-07,1,WI
2025-03-25,WI,31.55,68.45,40.73,0.0,0.0,0.0,2025-03-25,2025-03-31,1,WI
2025-03-18,WI,18.55,81.45,50.5,0.0,0.0,0.0,2025-03-18,2025-03-24,1,WI
2025-03-11,WI,18.55,81.45,50.5,0.0,0.0,0.0,2025-03-11,2025-03-17,1,WI
2025-03-04,WI,15.27,84.73,50.5,0.0,0.0,0.0,2025-03-04,2025-03-10,1,WI
2025-02-25,WI,15.27,84.73,50.5,0.0,0.0,0.0,2025-02-25,2025-03-03,1,WI
2025-02-18,WI,15.27,84.73,43.0,0.0,0.0,0.0,2025-02-18,2025-02-24,1,WI
2025-02-11,WI,15.27,84.73,43.0,0.0,0.0,0.0,2025-02-11,2025-02-17,1,WI
2025-02-04,WI,15.27,84.73,43.0,0.0,0.0,0.0,2025-02-04,2025-02-10,1,WI
2025-01-28,WI,36.12,63.88,39.54,0.0,0.0,0.0,2025-01-28,2025-02-03,1,WI
2025-01-21,WI,36.12,63.88,39.54,0.0,0.0,0.0,2025-01-21,2025-01-27,1,WI
2025-01-14,WI,36.12,63.88,39.54,0.0,0.0,0.0,2025-01-14,2025-01-20,1,WI
2025-01-07,WI,36.12,63.88,39.54,0.0,0.0,0.0,2025-01-07,2025-01-13,1,WI
2024-12-31,WI,36.12,63.88,39.54,0.0,0.0,0.0,2024-12-31,2025-01-06,1,WI
2024-12-24,WI,40.89,59.11,43.7,0.0,0.0,0.0,2024-12-24,2024-12-30,1,WI
2024-12-17,WI,40.89,59.11,43.7,0.0,0.0,0.0,2024-12-17,2024-12-23,1,WI
2024-12-10,WI,40.91,59.09,43.89,0.0,0.0,0.0,2024-12-10,2024-12-16,1,WI
2024-12-03,WI,41.37,58.63,43.12,0.0,0.0,0.0,2024-12-03,2024-12-09,1,WI
2024-11-26,WI,34.79,65.21,43.9,3.27,0.0,0.0,2024-11-26,2024-12-02,1,WI
2024-11-19,WI,34.27,65.73,46.07,13.46,0.0,0.0,2024-11-19,2024-11-25,1,WI
2024-11-12,WI,0.0,100.0,52.85,17.19,0.0,0.0,2024-11-12,2024-11-18,1,WI
2024-11-05,WI,0.0,100.0,56.14,14.31,0.0,0.0,2024-11-05,2024-11-11,1,WI
2024-10-29,WI,0.0,100.0,100.0,31.63,0.0,0.0,2024-10-29,2024-11-04,1,WI
2024-10-22,WI,0.0,100.0,77.11,30.39,0.0,0.0,2024-10-22,2024-10-28,1,WI
2024-10-15,WI,0.0,100.0,63.85,20.81,0.0,0.0,2024-10-15,2024-10-21,1,WI
2024-10-08,WI,0.43,99.57,44.54,18.0,0.0,0.0,2024-10-08,2024-10-14,1,WI
2024-10-01,WI,18.68,81.32,29.83,8.45,0.0,0.0,2024-10-01,2024-10-07,1,WI
2024-09-24,WI,46.45,53.55,16.0,0.0,0.0,0.0,2024-09-24,2024-09-30,1,WI
2024-09-17,WI,47.63,52.37,16.23,0.0,0.0,0.0,2024-09-17,2024-09-23,1,WI
2024-09-10,WI,53.37,46.63,0.0,0.0,0.0,0.0,2024-09-10,2024-09-16,1,WI
2024-09-03,WI,86.82,13.18,0.0,0.0,0.0,0.0,2024-09-03,2024-09-09,1,WI
2024-08-27,WI,63.49,36.51,0.0,0.0,0.0,0.0,2024-08-27,2024-09-02,1,WI
2024-08-20,WI,71.24,28.76,0.0,0.0,0.0,0.0,2024-08-20,2024-08-26,1,WI
