commodity,year,stock_date,stock_month,reference_period_desc,agg_level,state_alpha,state_name,stocks_bu,stocks_mbu,on_farm_stocks_bu,on_farm_stocks_mbu,off_farm_stocks_bu,off_farm_stocks_mbu,on_farm_share_pct,off_farm_share_pct,load_time
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,OK,OKLAHOMA,,,,,4800000.0,4.8,,,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,OK,OKLAHOMA,,,,,3528000.0,3.528,,,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,OK,OKLAHOMA,,,,,12489000.0,12.489,,,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,OK,OKLAHOMA,,,,,22778000.0,22.778,,,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,OK,OKLAHOMA,,,,,7384000.0,7.384,,,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,OK,OKLAHOMA,,,,,1610000.0,1.61,,,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,OK,OKLAHOMA,,,,,17839000.0,17.839,,,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,OK,OKLAHOMA,,,,,6316000.0,6.316,,,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,OK,OKLAHOMA,,,,,2725000.0,2.725,,,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,OK,OKLAHOMA,,,,,2920000.0,2.92,,,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,OK,OKLAHOMA,,,,,6682000.0,6.682,,,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,OK,OKLAHOMA,,,,,4153000.0,4.153,,,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,OK,OKLAHOMA,,,,,3916000.0,3.916,,,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,OK,OKLAHOMA,,,,,2497000.0,2.497,,,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,OK,OKLAHOMA,,,,,13360000.0,13.36,,,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,OK,OKLAHOMA,,,,,9892000.0,9.892,,,2026-06-30 12:00:00
CORN,2026,2026-06-01,6,FIRST OF JUN,STATE,OK,OKLAHOMA,,,,,6376000.0,6.376,,,2026-06-30 12:00:00
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,823000.0,0.823,,,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,946000.0,0.946,,,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,673000.0,0.673,,,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,1108000.0,1.108,,,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,OR,OREGON,,,,,369000.0,0.369,,,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,731000.0,0.731,,,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,518000.0,0.518,,,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,1133000.0,1.133,,,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,OR,OREGON,,,,,883000.0,0.883,,,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,1262000.0,1.262,,,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,641000.0,0.641,,,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,1470000.0,1.47,,,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,653000.0,0.653,,,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,304000.0,0.304,,,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,OR,OREGON,,,,,1191000.0,1.191,,,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,OR,OREGON,,,,,538000.0,0.538,,,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,2064000.0,2.064,,,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,1089000.0,1.089,,,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,OR,OREGON,,,,,919000.0,0.919,,,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,OR,OREGON,,,,,682000.0,0.682,,,2025-01-10 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,959000.0,0.959,,,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,OR,OREGON,,,,,855000.0,0.855,,,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,OR,OREGON,,,,,120000.0,0.12,,,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,OR,OREGON,,,,,1521000.0,1.521,,,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,OR,OREGON,,,,,1695000.0,1.695,,,2026-06-30 12:00:00
CORN,2026,2026-06-01,6,FIRST OF JUN,STATE,OR,OREGON,,,,,802000.0,0.802,,,2026-06-30 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,448667000.0,448.667,170000000.0,170.0,4166000.0,4.166,37.89001642643653,0.9285282848972626,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,249281000.0,249.281,90000000.0,90.0,3173000.0,3.173,36.103834628391255,1.2728607475098384,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,101288000.0,101.288,30500000.0,30.5,5180000.0,5.18,30.11215543795909,5.114130005528789,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,648053000.0,648.053,270000000.0,270.0,3455000.0,3.455,41.66325902356752,0.5331354071349103,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,454037000.0,454.037,160000000.0,160.0,2664000.0,2.664,35.239418813885216,0.5867363232511889,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,265479000.0,265.479,74000000.0,74.0,3692000.0,3.692,27.87414447093744,1.390693802522987,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,100956000.0,100.956,32000000.0,32.0,9109000.0,9.109,31.696976900828084,9.022742580926343,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,753712000.0,753.712,345000000.0,345.0,4764000.0,4.764,45.77345192858811,0.6320716666312862,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,492830000.0,492.83,205000000.0,205.0,3161000.0,3.161,41.596493719944,0.6413976421889902,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,261376000.0,261.376,82000000.0,82.0,8866000.0,8.866,31.372428991185114,3.392048237022527,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,108173000.0,108.173,30000000.0,30.0,5507000.0,5.507,27.73335305482884,5.090919175764746,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,716263000.0,716.263,330000000.0,330.0,3796000.0,3.796,46.07246221010997,0.5299729289381135,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,487387000.0,487.387,195000000.0,195.0,10646000.0,10.646,40.00927394452457,2.184301181607224,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,271737000.0,271.737,93000000.0,93.0,2207000.0,2.207,34.22426831826361,0.8121823675097611,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,119063000.0,119.063,36000000.0,36.0,6019000.0,6.019,30.236093496720223,5.055306854354417,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,702188000.0,702.188,340000000.0,340.0,4192000.0,4.192,48.42008123180687,0.5969911191874541,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,504900000.0,504.9,210000000.0,210.0,3526000.0,3.526,41.59239453357101,0.698356110120816,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,289346000.0,289.346,120000000.0,120.0,3028000.0,3.028,41.47283874669081,1.0464979643748313,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,125795000.0,125.795,50000000.0,50.0,3158000.0,3.158,39.74720775865496,2.510433642036647,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,784511000.0,784.511,370000000.0,370.0,4331000.0,4.331,47.16313729189266,0.5520636421923977,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,584438000.0,584.438,255000000.0,255.0,3120000.0,3.12,43.63165981678125,0.5338461906994412,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,323540000.0,323.54,125000000.0,125.0,1747000.0,1.747,38.63509921493478,0.5399641466279286,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,126360000.0,126.36,49000000.0,49.0,3339000.0,3.339,38.77809433364989,2.6424501424501425,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,676672000.0,676.672,340000000.0,340.0,15150000.0,15.15,50.24590939184716,2.2388986096661307,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,447858000.0,447.858,175000000.0,175.0,3436000.0,3.436,39.07488534312215,0.7672074630798155,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,262539000.0,262.539,90000000.0,90.0,11064000.0,11.064,34.2806211648555,4.214231028532904,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,133239000.0,133.239,39000000.0,39.0,3729000.0,3.729,29.270709026636343,2.7987301015468447,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,643463000.0,643.463,340000000.0,340.0,12796000.0,12.796,52.839090981144224,1.9886147299844745,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,475894000.0,475.894,205000000.0,205.0,9658000.0,9.658,43.076819627900335,2.0294435315427384,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,271524000.0,271.524,115000000.0,115.0,3268000.0,3.268,42.353530442981096,1.2035768477188018,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,128930000.0,128.93,40000000.0,40.0,6187000.0,6.187,31.02458698518576,4.798727991933608,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,536994000.0,536.994,275000000.0,275.0,6402000.0,6.402,51.211000495350035,1.192192091531749,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,427749000.0,427.749,175000000.0,175.0,2914000.0,2.914,40.91184316035806,0.6812406341101908,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,242603000.0,242.603,89000000.0,89.0,796000.0,0.796,36.685449066994224,0.32810806131828546,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,106951000.0,106.951,45000000.0,45.0,2135000.0,2.135,42.07534291404475,1.9962412693663452,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,717328000.0,717.328,395000000.0,395.0,9472000.0,9.472,55.065465170744766,1.3204559141703656,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,502574000.0,502.574,270000000.0,270.0,2408000.0,2.408,53.7234317732314,0.4791334211479304,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,289174000.0,289.174,125000000.0,125.0,2125000.0,2.125,43.22656947028433,0.7348516809948336,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,134527000.0,134.527,51000000.0,51.0,1113000.0,1.113,37.91060530599806,0.8273432099132517,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,539725000.0,539.725,280000000.0,280.0,4485000.0,4.485,51.87827134188707,0.8309787391727269,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,400779000.0,400.779,185000000.0,185.0,2247000.0,2.247,46.16010319901991,0.5606581183145823,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,222748000.0,222.748,85000000.0,85.0,2190000.0,2.19,38.1597141164006,0.9831738107637331,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,OT,OTHER STATES,116079000.0,116.079,40000000.0,40.0,6173000.0,6.173,34.45929065550185,5.3179300304103245,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,OT,OTHER STATES,716338000.0,716.338,400000000.0,400.0,2680000.0,2.68,55.83956177111923,0.37412506386649885,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,OT,OTHER STATES,500584000.0,500.584,255000000.0,255.0,6646000.0,6.646,50.94050149425471,1.327649305611046,2026-06-30 12:00:00
CORN,2026,2026-06-01,6,FIRST OF JUN,STATE,OT,OTHER STATES,285352000.0,285.352,130000000.0,130.0,2724000.0,2.724,45.55776724887157,0.9546104460455859,2026-06-30 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,71475000.0,71.475,62000000.0,62.0,9475000.0,9.475,86.74361664917805,13.256383350821965,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,48117000.0,48.117,41000000.0,41.0,7117000.0,7.117,85.20896980277242,14.791030197227592,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,20727000.0,20.727,16500000.0,16.5,4227000.0,4.227,79.60631060935012,20.39368939064988,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,109453000.0,109.453,94000000.0,94.0,15453000.0,15.453,85.88161128520917,14.118388714790822,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,68226000.0,68.226,57000000.0,57.0,11226000.0,11.226,83.54586228124175,16.454137718758247,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,44568000.0,44.568,36000000.0,36.0,8568000.0,8.568,80.77544426494346,19.22455573505654,2019-02-06 15:00:06
CORN,2016,2016-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,16594000.0,16.594,12000000.0,12.0,4594000.0,4.594,72.31529468482584,27.684705315174156,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,123456000.0,123.456,110000000.0,110.0,13456000.0,13.456,89.10057024364956,10.89942975635044,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,64763000.0,64.763,55000000.0,55.0,9763000.0,9.763,84.92503435603662,15.074965643963372,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,38212000.0,38.212,31000000.0,31.0,7212000.0,7.212,81.12634774416414,18.87365225583586,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,23283000.0,23.283,18500000.0,18.5,4783000.0,4.783,79.45711463299403,20.54288536700597,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,129053000.0,129.053,115000000.0,115.0,14053000.0,14.053,89.11067545891999,10.889324541080022,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,79178000.0,79.178,66000000.0,66.0,13178000.0,13.178,83.35648791330925,16.643512086690748,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,41747000.0,41.747,33000000.0,33.0,8747000.0,8.747,79.04759623445996,20.95240376554004,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,23454000.0,23.454,17000000.0,17.0,6454000.0,6.454,72.48230579005714,27.517694209942867,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,96493000.0,96.493,84000000.0,84.0,12493000.0,12.493,87.05294684588519,12.947053154114807,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,64649000.0,64.649,53000000.0,53.0,11649000.0,11.649,81.98115980138904,18.01884019861096,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,39474000.0,39.474,33000000.0,33.0,6474000.0,6.474,83.59933120535037,16.400668794649643,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,15223000.0,15.223,11000000.0,11.0,4223000.0,4.223,72.25908165276226,27.74091834723773,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,114340000.0,114.34,100000000.0,100.0,14340000.0,14.34,87.45845723281441,12.541542767185588,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,76268000.0,76.268,65000000.0,65.0,11268000.0,11.268,85.22578276603556,14.774217233964443,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,52887000.0,52.887,45000000.0,45.0,7887000.0,7.887,85.087072437461,14.912927562538997,2024-01-09 15:00:00
CORN,2020,2020-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,34371000.0,34.371,29000000.0,29.0,5371000.0,5.371,84.3734543655989,15.626545634401095,2024-01-09 15:00:00
CORN,2020,2020-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,109673000.0,109.673,95000000.0,95.0,14673000.0,14.673,86.62113738112389,13.378862618876115,2024-01-09 15:00:00
CORN,2021,2021-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,71201000.0,71.201,58000000.0,58.0,13201000.0,13.201,81.45953006278003,18.540469937219985,2024-01-09 15:00:00
CORN,2021,2021-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,36642000.0,36.642,26000000.0,26.0,10642000.0,10.642,70.95682550079144,29.043174499208558,2024-01-09 15:00:00
CORN,2021,2021-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,15269000.0,15.269,10000000.0,10.0,5269000.0,5.269,65.49217368524461,34.507826314755384,2024-01-09 15:00:00
CORN,2021,2021-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,104885000.0,104.885,89000000.0,89.0,15885000.0,15.885,84.85484101635123,15.145158983648757,2024-01-09 15:00:00
CORN,2022,2022-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,86454000.0,86.454,70000000.0,70.0,16454000.0,16.454,80.96791357253569,19.032086427464318,2024-01-09 15:00:00
CORN,2022,2022-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,48997000.0,48.997,40000000.0,40.0,8997000.0,8.997,81.63765128477255,18.362348715227466,2024-01-09 15:00:00
CORN,2022,2022-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,23292000.0,23.292,13000000.0,13.0,10292000.0,10.292,55.81315473123819,44.18684526876181,2024-01-09 15:00:00
CORN,2022,2022-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,76979000.0,76.979,65000000.0,65.0,11979000.0,11.979,84.43861312825575,15.56138687174424,2024-01-09 15:00:00
CORN,2023,2023-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,62024000.0,62.024,51000000.0,51.0,11024000.0,11.024,82.2262350058042,17.773764994195794,2024-01-09 15:00:00
CORN,2023,2023-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,40454000.0,40.454,32000000.0,32.0,8454000.0,8.454,79.10219014188955,20.897809858110445,2024-01-09 15:00:00
CORN,2023,2023-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,14274000.0,14.274,9000000.0,9.0,5274000.0,5.274,63.051702395964696,36.94829760403531,2024-01-09 15:00:00
CORN,2023,2023-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,101118000.0,101.118,90000000.0,90.0,11118000.0,11.118,89.00492493917997,10.995075060820032,2025-01-10 12:00:00
CORN,2024,2024-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,74354000.0,74.354,65000000.0,65.0,9354000.0,9.354,87.4196411759959,12.580358824004087,2025-01-10 12:00:00
CORN,2024,2024-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,49806000.0,49.806,43000000.0,43.0,6806000.0,6.806,86.33497972131872,13.665020278681283,2025-01-10 12:00:00
CORN,2024,2024-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,25559000.0,25.559,20000000.0,20.0,5559000.0,5.559,78.25032278258148,21.749677217418522,2025-01-10 12:00:00
CORN,2024,2024-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,76014000.0,76.014,67000000.0,67.0,9014000.0,9.014,88.14165811561028,11.858341884389716,2026-01-12 12:00:00
CORN,2025,2025-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,54409000.0,54.409,47000000.0,47.0,7409000.0,7.409,86.38276755683802,13.617232443161978,2026-01-12 12:00:00
CORN,2025,2025-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,36052000.0,36.052,28000000.0,28.0,8052000.0,8.052,77.66559414179518,22.334405858204814,2026-01-12 12:00:00
CORN,2025,2025-09-01,9,FIRST OF SEP,STATE,PA,PENNSYLVANIA,14570000.0,14.57,11000000.0,11.0,3570000.0,3.57,75.49759780370624,24.50240219629375,2026-01-12 12:00:00
CORN,2025,2025-12-01,12,FIRST OF DEC,STATE,PA,PENNSYLVANIA,82840000.0,82.84,74000000.0,74.0,8840000.0,8.84,89.32882665379044,10.67117334620956,2026-03-31 12:00:00
CORN,2026,2026-03-01,3,FIRST OF MAR,STATE,PA,PENNSYLVANIA,53287000.0,53.287,46000000.0,46.0,7287000.0,7.287,86.32499483926661,13.675005160733386,2026-06-30 12:00:00
CORN,2026,2026-06-01,6,FIRST OF JUN,STATE,PA,PENNSYLVANIA,35555000.0,35.555,29000000.0,29.0,6555000.0,6.555,81.56377443397554,18.43622556602447,2026-06-30 12:00:00
CORN,2015,2015-03-01,3,FIRST OF MAR,STATE,SC,SOUTH CAROLINA,,,,,3230000.0,3.23,,,2019-02-06 15:00:06
CORN,2015,2015-06-01,6,FIRST OF JUN,STATE,SC,SOUTH CAROLINA,,,,,2046000.0,2.046,,,2019-02-06 15:00:06
CORN,2015,2015-09-01,9,FIRST OF SEP,STATE,SC,SOUTH CAROLINA,,,,,1221000.0,1.221,,,2019-02-06 15:00:06
CORN,2015,2015-12-01,12,FIRST OF DEC,STATE,SC,SOUTH CAROLINA,,,,,2995000.0,2.995,,,2019-02-06 15:00:06
CORN,2016,2016-03-01,3,FIRST OF MAR,STATE,SC,SOUTH CAROLINA,,,,,2931000.0,2.931,,,2019-02-06 15:00:06
CORN,2016,2016-06-01,6,FIRST OF JUN,STATE,SC,SOUTH CAROLINA,,,,,2473000.0,2.473,,,2019-02-06 15:00:06
CORN,2016,2016-12-01,12,FIRST OF DEC,STATE,SC,SOUTH CAROLINA,,,,,5619000.0,5.619,,,2019-02-06 15:00:06
CORN,2017,2017-03-01,3,FIRST OF MAR,STATE,SC,SOUTH CAROLINA,,,,,4752000.0,4.752,,,2019-02-06 15:00:06
CORN,2017,2017-06-01,6,FIRST OF JUN,STATE,SC,SOUTH CAROLINA,,,,,3190000.0,3.19,,,2019-02-06 15:00:06
CORN,2017,2017-09-01,9,FIRST OF SEP,STATE,SC,SOUTH CAROLINA,,,,,2280000.0,2.28,,,2019-02-06 15:00:06
CORN,2017,2017-12-01,12,FIRST OF DEC,STATE,SC,SOUTH CAROLINA,,,,,5011000.0,5.011,,,2019-02-06 15:00:06
CORN,2018,2018-03-01,3,FIRST OF MAR,STATE,SC,SOUTH CAROLINA,,,,,4500000.0,4.5,,,2019-02-06 15:00:06
CORN,2018,2018-06-01,6,FIRST OF JUN,STATE,SC,SOUTH CAROLINA,,,,,3432000.0,3.432,,,2019-02-06 15:00:06
CORN,2018,2018-09-01,9,FIRST OF SEP,STATE,SC,SOUTH CAROLINA,,,,,2993000.0,2.993,,,2019-02-06 15:00:06
CORN,2018,2018-12-01,12,FIRST OF DEC,STATE,SC,SOUTH CAROLINA,,,,,3746000.0,3.746,,,2024-01-09 15:00:00
CORN,2019,2019-03-01,3,FIRST OF MAR,STATE,SC,SOUTH CAROLINA,,,,,4326000.0,4.326,,,2024-01-09 15:00:00
CORN,2019,2019-06-01,6,FIRST OF JUN,STATE,SC,SOUTH CAROLINA,,,,,3050000.0,3.05,,,2024-01-09 15:00:00
CORN,2019,2019-09-01,9,FIRST OF SEP,STATE,SC,SOUTH CAROLINA,,,,,1928000.0,1.928,,,2024-01-09 15:00:00
CORN,2019,2019-12-01,12,FIRST OF DEC,STATE,SC,SOUTH CAROLINA,,,,,4172000.0,4.172,,,2024-01-09 15:00:00
CORN,2020,2020-03-01,3,FIRST OF MAR,STATE,SC,SOUTH CAROLINA,,,,,3718000.0,3.718,,,2024-01-09 15:00:00
CORN,2020,2020-06-01,6,FIRST OF JUN,STATE,SC,SOUTH CAROLINA,,,,,2809000.0,2.809,,,2024-01-09 15:00:00
